name,label
たいぞう,0
たえこ,1
たかあき,0
たかお,0
たかこ,1
たかし,0
たかしげ,0
たかじ,0
たかとし,0
たかのり,0
たかひこ,0
たかひで,0
たかひろ,0
たかまさ,0
たかみち,0
たかや,0
たかよし,0
たきこ,1
たくお,0
たくじ,0
たけいち,0
たけお,0
たけし,0
たけとし,0
たけひさ,0
たけよし,0
ただあき,0
ただかず,0
ただし,0
ただすけ,0
ただひろ,0
ただゆき,0
たつお,0
たつたろう,0
たつみ,0
たつや,0
たづこ,1
たみこ,1
ためいちろう,0
たもつ,0
だいご,0
ちえ,1
ちえこ,1
ちこと,1
ちず,1
ちせこ,1
ちょういちろう,0
ちよえ,1
つぎお,0
つぐお,0
つとむ,0
つねかず,0
つねじ,0
つねひろ,0
つねゆき,0
つばさ,0
ていじ,0
てつあき,0
てつこ,1
てつじ,0
てつや,0
てるかず,0
てるこ,1
てるまさ,0
てるや,0
てるよし,0
でんざぶろう,0
とおる,0
ときお,0
ときじ,0
ときよ,1
とくこ,1
とくひこ,0
としあき,0
としえ,1
としお,0
としかつ,0
としこ,1
としじ,0
としつぐ,0
としのり,0
としひこ,0
としひと,0
としひろ,0
としみ,1
としみつ,0
としやす,0
としろう,0
とみお,0
とみこ,1
とみよし,0
とも,1
ともあき,0
ともえ,1
ともお,0
ともかつ,0
ともこ,1
ともたか,0
ともなり,0
ともはる,0
ともみ,1
ともゆき,0
ともよし,0
とよあき,0
とよし,0
とよつぐ,0
とらのすけ,0
とりぞう,0
なお,1
なおあき,0
なおき,0
なおこ,1
なおたけ,0
なおひろ,0
なおみ,1
なおゆき,0
ながお,0
ながこ,1
なつこ,1
なつみ,1
なみ,1
なみこ,1
なりお,0
なりみ,1
のぞみ,1
のぶえ,1
のぶお,0
のぶこ,1
のぶと,0
のぶはる,0
のぶひろ,0
のぶや,0
のぶよし,0
のりあき,0
のりお,0
のりかつ,0
のりしげ,0
のりひこ,0
のりひろ,0
のりゆき,0
はじめ,0
はつみ,1
はなよ,1
はるお,0
はるじ,0
はるの,1
はるひと,0
はるみ,1
はるゆき,0
はんすけ,0
ひこよし,0
ひさえ,1
ひさし,0
ひさちか,0
ひさのり,0
ひさみ,1
ひさや,0
ひでお,0
ひでかず,0
ひでし,0
ひでじろう,0
ひでとし,0
ひでのり,0
ひではる,0
ひでひろ,0
ひでみつ,0
ひでゆき,0
ひとき,0
ひとし,0
ひとみ,1
ひびき,0
ひょうきち,0
ひろあき,0
ひろえ,1
ひろお,0
ひろかず,0
ひろき,0
ひろし,0
ひろしげ,0
ひろと,0
ひろのり,0
ひろはる,0
ひろひと,0
ひろまさ,0
ひろみ,1
ひろむ,0
ひろや,0
ひろやす,0
ひろゆき,0
ひろよし,0
ふさお,0
ふさみ,1
ふみ,1
ふみお,0
ふみこ,1
ふみのり,0
ふみゆき,0
ふゆき,0
ぶんご,0
へいさく,0
まき,1
まきこ,1
まこと,0
まこと,1
まさあき,0
まさえ,0
まさお,0
まさおみ,0
まさき,0
まさし,0
まさじ,0
まさたか,0
まさちか,0
まさてる,0
まさとし,0
まさのぶ,0
まさのり,0
まさはる,0
まさひこ,0
まさひろ,0
まさふみ,0
まさみ,1
まさみつ,0
まさやす,0
まさゆき,0
まさよし,0
まさる,0
ますぞう,0
ますみ,0
まちこ,1
まつじろう,0
まつよ,1
まもる,0
まゆみ,1
まり,1
まりこ,1
みえこ,1
みお,1
みき,1
みきお,0
みきや,0
みさ,1
みさお,0
みさと,1
みち,1
みちお,0
みちかず,0
みちこ,1
みちたか,0
みちひこ,0
みちまさ,0
みちよし,0
みつえ,1
みつお,0
みつじ,0
みつてる,0
みつのり,0
みつほ,0
みつよし,0
みのぶ,0
みはる,1
みほこ,1
みやび,1
みよ,1
むつお,0
むねし,0
めぐみ,1
もとい,0
もとおみ,0
もとのぶ,0
もとひさ,0
もとみ,0
もへい,0
ももよ,1
もりかつ,0
やすお,0
やすこ,1
やすし,0
やすじ,0
やすぞう,0
やすたみ,0
やすのぶ,0
やすのり,0
やすひこ,0
やすひで,0
やすひろ,0
やすへい,0
やすみ,1
やすみつ,0
やすゆき,0
ゆい,1
ゆう,1
ゆういちろう,0
ゆうか,1
ゆうき,0
ゆうこ,1
ゆうこう,0
ゆうしろう,0
ゆうじ,0
ゆうじろう,0
ゆうぞう,0
ゆうた,0
ゆうたろう,0
ゆうみ,1
ゆか,1
ゆき,1
ゆきお,0
ゆきこ,1
ゆきと,0
ゆきのぶ,0
ゆきひこ,0
ゆきひろ,0
ゆきむら,0
ゆきろう,0
ゆみ,1
ゆり,1
ゆりこ,1
よういちろう,0
ようこ,1
ようじ,0
ようすけ,0
ようた,0
ようのすけ,0
よしあき,0
よしえ,1
よしお,0
よしかず,0
よしかつ,0
よしき,0
よしくに,0
よしこ,1
よししげ,0
よしたか,0
よしたけ,0
よしちか,0
よしつぐ,0
よしとし,0
よしなお,0
よしのぶ,0
よしのり,0
よしはる,0
よしひこ,0
よしひさ,0
よしひで,0
よしひろ,0
よしふみ,0
よしまさ,0
よしみ,1
よしみ,0
よしや,0
よしゆき,0
よしろう,0
よりふみ,0
りえ,1
りえこ,1
りか,1
りきや,0
りさ,1
りへい,0
りゅうきち,0
りゅうじ,0
りゅうぞう,0
りょういち,0
りょうこ,1
りょうご,0
りょうが,0
りょうじ,0
りょうや,0
るみこ,1
るりこ,1
れい,1
れいいち,0
れいこ,0
れいこ,1
れいな,1
れいや,0
れな,1
わきこ,1
